,x,y
0,0.0,3.1205626385357834
1,0.20512820512820512,8.046068000847477
2,0.41025641025641024,8.643371404486587
3,0.6153846153846154,9.87722273753289
4,0.8205128205128205,9.041940403504906
5,1.0256410256410255,10.346900314839834
6,1.2307692307692308,10.332488543497849
7,1.435897435897436,14.92694085858154
8,1.641025641025641,12.29748623770004
9,1.846153846153846,11.287608841558194
10,2.051282051282051,5.172630564566561
11,2.2564102564102564,8.870380244312921
12,2.4615384615384617,6.370849153047271
13,2.6666666666666665,1.5769173620740928
14,2.871794871794872,1.1000687698870535
15,3.0769230769230766,1.6440830334056398
16,3.282051282051282,3.6432339043150774
17,3.4871794871794872,6.768573670445651
18,3.692307692307692,8.242982709503417
19,3.8974358974358974,9.321871274110956
20,4.102564102564102,12.741526923463994
21,4.3076923076923075,10.72774915343454
22,4.512820512820513,11.652341632839287
23,4.717948717948718,11.293202027285727
24,4.923076923076923,10.347385171634802
25,5.128205128205128,10.4046321496461
26,5.333333333333333,4.8591222903407285
27,5.538461538461538,4.936200462737284
28,5.743589743589744,4.117646647206035
29,5.948717948717949,0.2905777605878499
30,6.153846153846153,3.9337037386388105
31,6.358974358974359,2.370083433905994
32,6.564102564102564,3.40202470603185
33,6.769230769230769,10.69978620824924
34,6.9743589743589745,12.793948744923382
35,7.179487179487179,13.512272556621895
36,7.384615384615384,11.543565632221663
37,7.589743589743589,10.573248960404108
38,7.794871794871795,13.536255169062724
39,8.0,10.780055138669537
